kd_kuliah,th_kur,nama_kuliah,sks,no_kelas,tahun,semester,no_ps_penyelenggara,nama_ps_penyelenggara,sifat
II4062-2013,2013,Data Warehouse & Business Intelligence,2,01,2013,2,182,Sistem dan Teknologi Informasi,P
II4091-2013,2013,Tugas Akhir 1 & Seminar,2,01,2013,2,182,Sistem dan Teknologi Informasi,W
II4092-2013,2013,Tugas Akhir 2,4,01,2013,2,182,Sistem dan Teknologi Informasi,W
II4472-2013,2013,Komunikasi Interpersonal,2,01,2013,2,182,Sistem dan Teknologi Informasi,W
KI1202-2013,2013,Kimia Dasar IIB,2,01,2013,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,02,2013,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,03,2013,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,04,2013,2,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,05,2013,2,105,Kimia,W
KR3243-2013,2013,Celup Ikat,2,01,2013,2,172,Kriya,P
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,01,2013,2,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,02,2013,2,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,03,2013,2,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,04,2013,2,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,05,2013,2,179,Mata Kuliah Umum (MKU),W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,06,2013,2,169,Tahap Tahun Pertama FTMD,W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,07,2013,2,169,Tahap Tahun Pertama FTMD,W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,08,2013,2,169,Tahap Tahun Pertama FTMD,W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,09,2013,2,169,Tahap Tahun Pertama FTMD,W
KU1201-2013,2013,Pengantar Rekayasa & Desain II,2,10,2013,2,169,Tahap Tahun Pertama FTMD,W
KU2061-2013,2013,Agama dan Etika Islam,2,01,2013,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,02,2013,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,03,2013,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,04,2013,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,07,2013,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,08,2013,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,10,2013,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,11,2013,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,12,2013,2,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,17,2013,2,179,Mata Kuliah Umum (MKU),P
KU2062-2013,2013,Agama dan Etika Protestan,2,04,2013,2,179,Mata Kuliah Umum (MKU),P
KU2063-2013,2013,Agama dan Etika Katolik,2,02,2013,2,179,Mata Kuliah Umum (MKU),P
KU2064-2013,2013,Agama dan Etika Hindu,2,01,2013,2,179,Mata Kuliah Umum (MKU),P
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,01,2013,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,04,2013,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,05,2013,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,07,2013,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,08,2013,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,12,2013,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,13,2013,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,14,2013,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,15,2013,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,16,2013,2,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,18,2013,2,179,Mata Kuliah Umum (MKU),W
KU4012-2013,2013,Komposisi,3,03,2013,2,179,Mata Kuliah Umum (MKU),P
KU4012-2013,2013,Komposisi,3,04,2013,2,179,Mata Kuliah Umum (MKU),P
KU4012-2013,2013,Komposisi,3,05,2013,2,179,Mata Kuliah Umum (MKU),P
KU4078-2013,2013,Studium Generale,2,01,2013,2,179,Mata Kuliah Umum (MKU),P
KU4079-2013,2013,Pendidikan Anti Korupsi,2,01,2013,2,179,Mata Kuliah Umum (MKU),P
KU4095-2013,2013,Kewirausahaan,2,03,2013,2,179,Mata Kuliah Umum (MKU),P
KU4182-2013,2013,Komunikasi Pembangunan,2,01,2013,2,179,Mata Kuliah Umum (MKU),P
KU4182-2013,2013,Komunikasi Pembangunan,2,02,2013,2,179,Mata Kuliah Umum (MKU),P
KU4183-2013,2013,Sosiologi Industri,2,02,2013,2,179,Mata Kuliah Umum (MKU),P
KU4214-2013,2013,Jurnalisme Sains dan Teknologi,2,01,2013,2,179,Mata Kuliah Umum (MKU),P
KU4225-2013,2013,Filsafat Ilmu,2,01,2013,2,179,Mata Kuliah Umum (MKU),P
KU4273-2013,2013,Hukum Milik Perindustrian,2,01,2013,2,179,Mata Kuliah Umum (MKU),P
KU4294-2013,2013,Motivasi Berprestasi,2,02,2013,2,179,Mata Kuliah Umum (MKU),P
KU4294-2013,2013,Motivasi Berprestasi,2,03,2013,2,179,Mata Kuliah Umum (MKU),P
MA1201-2013,2013,Matematika IIA,4,14,2013,2,101,Matematika,W
MA1201-2013,2013,Matematika IIA,4,15,2013,2,101,Matematika,W
MA1201-2013,2013,Matematika IIA,4,16,2013,2,101,Matematika,W
MA1201-2013,2013,Matematika IIA,4,17,2013,2,101,Matematika,W
MA1201-2013,2013,Matematika IIA,4,18,2013,2,101,Matematika,W
MA1201-2013,2013,Matematika IIA,4,19,2013,2,101,Matematika,W
MA1201-2013,2013,Matematika IIA,4,20,2013,2,101,Matematika,W
MA1201-2013,2013,Matematika IIA,4,21,2013,2,101,Matematika,W
MA1201-2013,2013,Matematika IIA,4,46,2013,2,101,Matematika,W
MA2231-2013,2013,Kalkulus Peubah Banyak,4,01,2013,2,101,Matematika,P
MA2251-2013,2013,Matematika Diskrit,4,01,2013,2,101,Matematika,P
MA2271-2013,2013,Pengantar Persamaan Diferensial,4,01,2013,2,101,Matematika,P
MA2281-2013,2013,Statistika non parametrik,2,01,2013,2,101,Matematika,P
MB4021-2013,2013,Perencanaan Sumberdaya Perusahaan,3,01,2013,2,190,Manajemen,P
MB4054-2013,2013,Manajemen Kualitas,3,01,2013,2,190,Manajemen,P
ME4034-2013,2013,Kebijakan Iklim,3,01,2013,2,128,Meteorologi,P
SR2005-2013,2013,Seni Grafis Pilihan,3,01,2013,2,170,Seni Rupa,P
SR4204-2013,2013,Psikologi Seni,2,01,2013,2,170,Seni Rupa,P
TI4004-2013,2013,Managemen Industri B,2,01,2013,2,134,Teknik Industri,P
TL2105-2013,2013,Kesehatan Lingkungan,3,02,2013,2,153,Teknik Lingkungan,P
TL4103-2013,2013,Kesehatan Lingkungan Kerja,2,01,2013,2,153,Teknik Lingkungan,P
TL4103-2013,2013,Kesehatan Lingkungan Kerja,2,02,2013,2,153,Teknik Lingkungan,P
TL4103-2013,2013,Kesehatan Lingkungan Kerja,2,03,2013,2,153,Teknik Lingkungan,P
DI4007-2013,2013,Lingkungan untuk Penyembuhan,2,01,2013,3,173,Desain Interior,P
EL1200-2013,2013,Pengantar Analisis Rangkaian,2,01,2013,3,132,Teknik Elektro,W
FI1101-2013,2013,Fisika Dasar IA,4,01,2013,3,102,Fisika,W
IF2111-2013,2013,Algoritma dan Struktur Data,3,01,2013,3,135,Teknik Informatika,W
IF2123-2013,2013,Aljabar Geometri,3,01,2013,3,135,Teknik Informatika,W
IF2130-2013,2013,Organisasi & Arsitektur Komputer,3,01,2013,3,135,Teknik Informatika,W
IF3110-2013,2013,Pengembangan Aplikasi Berbasis Web,2,01,2013,3,135,Teknik Informatika,W
IF4091-2013,2013,Tugas Akhir I & Seminar,2,01,2013,3,135,Teknik Informatika,W
IF4092-2013,2013,Tugas Akhir II,4,01,2013,3,135,Teknik Informatika,W
II4090-2013,2013,Kerja Praktek,2,01,2013,3,182,Sistem dan Teknologi Informasi,W
II4091-2013,2013,Tugas Akhir 1 & Seminar,2,01,2013,3,182,Sistem dan Teknologi Informasi,W
II4092-2013,2013,Tugas Akhir 2,4,01,2013,3,182,Sistem dan Teknologi Informasi,W
KU4074-2013,2013,Politik dan Tata Pemerintahan,2,01,2013,3,179,Mata Kuliah Umum (MKU),P
MA1101-2013,2013,Matematika IA,4,01,2013,3,101,Matematika,W
MA1201-2013,2013,Matematika IIA,4,01,2013,3,101,Matematika,W
AS2005-2013,2013,Astronomi dan Lingkungan,2,04,2014,1,103,Astronomi,P
BI2001-2013,2013,Pengetahuan Lingkungan,2,07,2014,1,106,Biologi,W
BI2001-2013,2013,Pengetahuan Lingkungan,2,08,2014,1,106,Biologi,P
BI2001-2013,2013,Pengetahuan Lingkungan,2,10,2014,1,106,Biologi,W
DK3014-2013,2013,Psikologi Persepsi,3,01,2014,1,174,Desain Komunikasi Visual,P
DK3014-2013,2013,Psikologi Persepsi,3,02,2014,1,174,Desain Komunikasi Visual,P
DK3016-2013,2013,Psikologi Sosial,2,01,2014,1,174,Desain Komunikasi Visual,P
DK3016-2013,2013,Psikologi Sosial,2,02,2014,1,174,Desain Komunikasi Visual,P
EL1200-2013,2013,Pengantar Analisis Rangkaian,2,01,2014,1,132,Teknik Elektro,W
EL1200-2013,2013,Pengantar Analisis Rangkaian,2,02,2014,1,132,Teknik Elektro,W
EL2142-2013,2013,Sistem Digital & Mikroprosesor,4,01,2014,1,132,Teknik Elektro,W
EL5000-2013,2013,Matematika Lanjut,3,01,2014,1,232,Teknik Elektro,P
ET4003-2013,2013,Kapita Selekta Telekomunikasi,2,01,2014,1,181,Teknik Telekomunikasi,P
FI1101-2013,2013,Fisika Dasar IA,4,14,2014,1,102,Fisika,W
FI1101-2013,2013,Fisika Dasar IA,4,15,2014,1,102,Fisika,W
FI1101-2013,2013,Fisika Dasar IA,4,16,2014,1,102,Fisika,W
FI1101-2013,2013,Fisika Dasar IA,4,17,2014,1,102,Fisika,W
FI1101-2013,2013,Fisika Dasar IA,4,18,2014,1,102,Fisika,W
FI1101-2013,2013,Fisika Dasar IA,4,31,2014,1,102,Fisika,W
FI1201-2013,2013,Fisika Dasar IIA,4,01,2014,1,102,Fisika,W
IF2110-2013,2013,Algoritma & Struktur Data,4,01,2014,1,135,Teknik Informatika,W
IF2110-2013,2013,Algoritma & Struktur Data,4,02,2014,1,135,Teknik Informatika,W
IF2111-2013,2013,Algoritma dan Struktur Data,3,01,2014,1,135,Teknik Informatika,W
IF2120-2013,2013,Matematika Diskrit,3,01,2014,1,135,Teknik Informatika,W
IF2120-2013,2013,Matematika Diskrit,3,02,2014,1,135,Teknik Informatika,W
IF2121-2013,2013,Logika Informatika,3,01,2014,1,135,Teknik Informatika,W
IF2121-2013,2013,Logika Informatika,3,02,2014,1,135,Teknik Informatika,W
IF2123-2013,2013,Aljabar Geometri,3,01,2014,1,135,Teknik Informatika,W
IF2123-2013,2013,Aljabar Geometri,3,02,2014,1,135,Teknik Informatika,W
IF2130-2013,2013,Organisasi & Arsitektur Komputer,3,01,2014,1,135,Teknik Informatika,W
IF2130-2013,2013,Organisasi & Arsitektur Komputer,3,02,2014,1,135,Teknik Informatika,W
IF2140-2013,2013,Pemodelan Basis Data,3,01,2014,1,135,Teknik Informatika,W
IF2220-2013,2013,Teori Bahasa Formal dan Otomata,3,01,2014,1,135,Teknik Informatika,W
IF2220-2013,2013,Teori Bahasa Formal dan Otomata,3,02,2014,1,135,Teknik Informatika,W
IF3110-2013,2013,Pengembangan Aplikasi Berbasis Web,2,01,2014,1,135,Teknik Informatika,W
IF3110-2013,2013,Pengembangan Aplikasi Berbasis Web,2,02,2014,1,135,Teknik Informatika,W
IF3130-2013,2013,Jaringan Komputer,3,01,2014,1,135,Teknik Informatika,W
IF3130-2013,2013,Jaringan Komputer,3,02,2014,1,135,Teknik Informatika,W
IF3140-2013,2013,Manajemen Basis Data,2,01,2014,1,135,Teknik Informatika,W
IF3140-2013,2013,Manajemen Basis Data,2,02,2014,1,135,Teknik Informatika,W
IF3150-2013,2013,Manajemen Proyek Perangkat Lunak,2,01,2014,1,135,Teknik Informatika,W
IF3150-2013,2013,Manajemen Proyek Perangkat Lunak,2,02,2014,1,135,Teknik Informatika,W
IF3151-2013,2013,Interaksi Manusia & Komputer,3,01,2014,1,135,Teknik Informatika,W
IF3151-2013,2013,Interaksi Manusia & Komputer,3,02,2014,1,135,Teknik Informatika,W
IF3152-2013,2013,Rekayasa Perangkat Lunak,3,01,2014,1,135,Teknik Informatika,W
IF3170-2013,2013,Inteligensi Buatan,4,01,2014,1,135,Teknik Informatika,W
IF3170-2013,2013,Inteligensi Buatan,4,02,2014,1,135,Teknik Informatika,W
IF4031-2013,2013,Pengembangan Aplikasi Terdistribusi,3,01,2014,1,135,Teknik Informatika,P
IF4041-2013,2013,Teknologi Basis Data,3,01,2014,1,135,Teknik Informatika,P
IF4042-2013,2013,Sistem Temu Balik Informasi,3,01,2014,1,135,Teknik Informatika,P
IF4043-2013,2013,Sistem Informasi Lanjut,3,01,2014,1,135,Teknik Informatika,P
IF4050-2013,2013,Pembangunan Perangkat Lunak Berorientasi Service,3,01,2014,1,135,Teknik Informatika,P
IF4070-2013,2013,Representasi Pengetahuan dan Penalaran,3,01,2014,1,135,Teknik Informatika,P
IF4071-2013,2013,Pembelajaran Mesin,3,01,2014,1,135,Teknik Informatika,P
IF4072-2013,2013,Pemrosesan Text dan Suara Bahasa Alami,3,01,2014,1,135,Teknik Informatika,P
IF4073-2013,2013,Interpretasi dan Pengolahan Citra,3,01,2014,1,135,Teknik Informatika,P
IF4090-2013,2013,Kerja Praktek,2,01,2014,1,135,Teknik Informatika,W
IF4091-2013,2013,Tugas Akhir I & Seminar,2,01,2014,1,135,Teknik Informatika,W
IF4092-2013,2013,Tugas Akhir II,4,01,2014,1,135,Teknik Informatika,W
IF4150-2013,2013,Rekayasa Perangkat Lunak Spesifik Domain,2,01,2014,1,135,Teknik Informatika,W
IF4150-2013,2013,Rekayasa Perangkat Lunak Spesifik Domain,2,02,2014,1,135,Teknik Informatika,W
IF5010-2013,2013,Sistem & Arsitektur Komputer A,2,01,2014,1,235,Informatika,P
IF5020-2013,2013,Algoritma & Pemrograman A,2,01,2014,1,235,Informatika,P
IF5130-2013,2013,Kerekayasaan Enterprise,2,01,2014,1,235,Informatika,P
IF5132-2013,2013,Manajemen Resiko Enterprise,2,01,2014,1,235,Informatika,P
IF5140-2013,2013,Perancangan Arsitektur Enterprise,2,01,2014,1,235,Informatika,P
IF5190-2013,2013,Keamanan Sistem & Perangkat Lunak,2,01,2014,1,235,Informatika,P
IF5191-2013,2013,Secure Software Development Life Cycle,2,01,2014,1,235,Informatika,P
IF5192-2013,2013,Secure Programming,2,01,2014,1,235,Informatika,P
II2110-2013,2013,Matematika STI,3,01,2014,1,182,Sistem dan Teknologi Informasi,W
II2111-2013,2013,Probabilitas dan Statistik,3,01,2014,1,182,Sistem dan Teknologi Informasi,W
II3120-2013,2013,Layanan Sistem dan Teknologi Informasi,3,01,2014,1,182,Sistem dan Teknologi Informasi,W
II3121-2013,2013,Analisis Kebutuhan Enterprise,3,01,2014,1,182,Sistem dan Teknologi Informasi,W
II3130-2013,2013,Sistem Operasi,3,01,2014,1,182,Sistem dan Teknologi Informasi,W
II3150-2013,2013,Sistem Multimedia,3,01,2014,1,182,Sistem dan Teknologi Informasi,W
II3160-2013,2013,Pemrograman Integratif,3,01,2014,1,182,Sistem dan Teknologi Informasi,W
II4022-2013,2013,Audit Teknologi Informasi,2,01,2014,1,182,Sistem dan Teknologi Informasi,P
II4033-2013,2013,Forensik Digital,2,01,2014,1,182,Sistem dan Teknologi Informasi,P
II4071-2013,2013,Keprofesian STI,2,01,2014,1,182,Sistem dan Teknologi Informasi,P
II4090-2013,2013,Kerja Praktek,2,01,2014,1,182,Sistem dan Teknologi Informasi,W
II4091-2013,2013,Tugas Akhir 1 & Seminar,2,01,2014,1,182,Sistem dan Teknologi Informasi,W
II4092-2013,2013,Tugas Akhir 2,4,01,2014,1,182,Sistem dan Teknologi Informasi,W
II4470-2013,2013,Hukum & Etika Teknologi Informasi,2,01,2014,1,182,Sistem dan Teknologi Informasi,W
II4471-2013,2013,Kapita Selekta STI,2,01,2014,1,182,Sistem dan Teknologi Informasi,W
KI1102-2013,2013,Kimia Dasar IB,2,01,2014,1,105,Kimia,W
KI1102-2013,2013,Kimia Dasar IB,2,02,2014,1,105,Kimia,W
KI1102-2013,2013,Kimia Dasar IB,2,03,2014,1,105,Kimia,W
KI1102-2013,2013,Kimia Dasar IB,2,04,2014,1,105,Kimia,W
KI1102-2013,2013,Kimia Dasar IB,2,05,2014,1,105,Kimia,W
KI1202-2013,2013,Kimia Dasar IIB,2,01,2014,1,105,Kimia,W
KU1001-2013,2013,Olah Raga,2,01,2014,1,116,Farmasi Klinik dan Komunitas,W
KU1001-2013,2013,Olah Raga,2,02,2014,1,116,Farmasi Klinik dan Komunitas,W
KU1001-2013,2013,Olah Raga,2,03,2014,1,116,Farmasi Klinik dan Komunitas,W
KU1001-2013,2013,Olah Raga,2,04,2014,1,116,Farmasi Klinik dan Komunitas,W
KU1001-2013,2013,Olah Raga,2,05,2014,1,116,Farmasi Klinik dan Komunitas,W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,01,2014,1,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,02,2014,1,179,Mata Kuliah Umum (MKU),W
KU1011-2013,2013,Tata Tulis Karya Ilmiah,2,08,2014,1,179,Mata Kuliah Umum (MKU),W
KU1021-2013,2013,Bahasa Inggris: Pemahaman Teks Akademik,2,01,2014,1,179,Mata Kuliah Umum (MKU),P
KU1021-2013,2013,Bahasa Inggris: Pemahaman Teks Akademik,2,02,2014,1,179,Mata Kuliah Umum (MKU),P
KU1021-2013,2013,Bahasa Inggris: Pemahaman Teks Akademik,2,03,2014,1,179,Mata Kuliah Umum (MKU),P
KU1021-2013,2013,Bahasa Inggris: Pemahaman Teks Akademik,2,04,2014,1,179,Mata Kuliah Umum (MKU),P
KU1022-2013,2013,Bahasa Inggris: Penulisan Teks Akademik,2,01,2014,1,179,Mata Kuliah Umum (MKU),P
KU1022-2013,2013,Bahasa Inggris: Penulisan Teks Akademik,2,02,2014,1,179,Mata Kuliah Umum (MKU),P
KU1023-2013,2013,Bahasa Inggris: Teknik Presentasi,2,01,2014,1,179,Mata Kuliah Umum (MKU),P
KU1023-2013,2013,Bahasa Inggris: Teknik Presentasi,2,02,2014,1,179,Mata Kuliah Umum (MKU),P
KU1023-2013,2013,Bahasa Inggris: Teknik Presentasi,2,03,2014,1,179,Mata Kuliah Umum (MKU),P
KU1023-2013,2013,Bahasa Inggris: Teknik Presentasi,2,04,2014,1,179,Mata Kuliah Umum (MKU),P
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,03,2014,1,165,Tahap Tahun Pertama STEI,W
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,04,2014,1,165,Tahap Tahun Pertama STEI,W
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,05,2014,1,165,Tahap Tahun Pertama STEI,W
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,06,2014,1,165,Tahap Tahun Pertama STEI,W
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,07,2014,1,165,Tahap Tahun Pertama STEI,W
KU1072-2013,2013,Pengenalan Teknologi Informasi B,2,08,2014,1,165,Tahap Tahun Pertama STEI,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,06,2014,1,169,Tahap Tahun Pertama FTMD,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,07,2014,1,169,Tahap Tahun Pertama FTMD,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,08,2014,1,169,Tahap Tahun Pertama FTMD,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,09,2014,1,169,Tahap Tahun Pertama FTMD,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,10,2014,1,169,Tahap Tahun Pertama FTMD,W
KU1101-2013,2013,Pengantar Rekayasa & Desain I,2,11,2014,1,169,Tahap Tahun Pertama FTMD,W
KU2061-2013,2013,Agama dan Etika Islam,2,01,2014,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,02,2014,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,03,2014,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,04,2014,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,05,2014,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,06,2014,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,07,2014,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,08,2014,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,09,2014,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,10,2014,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,12,2014,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,13,2014,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,14,2014,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,18,2014,1,179,Mata Kuliah Umum (MKU),P
KU2061-2013,2013,Agama dan Etika Islam,2,19,2014,1,179,Mata Kuliah Umum (MKU),P
KU2062-2013,2013,Agama dan Etika Protestan,2,01,2014,1,179,Mata Kuliah Umum (MKU),P
KU2062-2013,2013,Agama dan Etika Protestan,2,02,2014,1,179,Mata Kuliah Umum (MKU),P
KU2062-2013,2013,Agama dan Etika Protestan,2,03,2014,1,179,Mata Kuliah Umum (MKU),P
KU2062-2013,2013,Agama dan Etika Protestan,2,04,2014,1,179,Mata Kuliah Umum (MKU),P
KU2063-2013,2013,Agama dan Etika Katolik,2,01,2014,1,179,Mata Kuliah Umum (MKU),P
KU2063-2013,2013,Agama dan Etika Katolik,2,02,2014,1,179,Mata Kuliah Umum (MKU),P
KU2065-2013,2013,Agama dan Etika Budha,2,02,2014,1,179,Mata Kuliah Umum (MKU),P
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,02,2014,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,03,2014,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,06,2014,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,07,2014,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,08,2014,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,09,2014,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,10,2014,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,12,2014,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,13,2014,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,16,2014,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,17,2014,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,18,2014,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,19,2014,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,20,2014,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,21,2014,1,179,Mata Kuliah Umum (MKU),W
KU2071-2013,2013,Pancasila dan Kewarganegaraan,2,23,2014,1,179,Mata Kuliah Umum (MKU),W
KU4012-2013,2013,Komposisi,3,01,2014,1,179,Mata Kuliah Umum (MKU),P
KU4012-2013,2013,Komposisi,3,03,2014,1,179,Mata Kuliah Umum (MKU),P
KU4012-2013,2013,Komposisi,3,04,2014,1,179,Mata Kuliah Umum (MKU),P
KU4074-2013,2013,Politik dan Tata Pemerintahan,2,01,2014,1,179,Mata Kuliah Umum (MKU),P
KU4078-2013,2013,Studium Generale,2,01,2014,1,179,Mata Kuliah Umum (MKU),P
KU4079-2013,2013,Pendidikan Anti Korupsi,2,02,2014,1,179,Mata Kuliah Umum (MKU),P
KU4080-2013,2013,Kuliah Kerja Nyata Tematik,2,01,2014,1,179,Mata Kuliah Umum (MKU),P
KU4095-2013,2013,Kewirausahaan,2,02,2014,1,179,Mata Kuliah Umum (MKU),P
KU4096-2013,2013,Pengembangan Keprofesian B,3,01,2014,1,179,Mata Kuliah Umum (MKU),P
KU4172-2013,2013,Hukum Perburuhan,2,03,2014,1,179,Mata Kuliah Umum (MKU),P
KU4182-2013,2013,Komunikasi Pembangunan,2,01,2014,1,179,Mata Kuliah Umum (MKU),P
KU4182-2013,2013,Komunikasi Pembangunan,2,02,2014,1,179,Mata Kuliah Umum (MKU),P
KU4183-2013,2013,Sosiologi Industri,2,01,2014,1,179,Mata Kuliah Umum (MKU),P
KU4184-2013,2013,Antropologi,2,01,2014,1,179,Mata Kuliah Umum (MKU),P
KU4184-2013,2013,Antropologi,2,02,2014,1,179,Mata Kuliah Umum (MKU),P
KU4190-2013,2013,Manajemen SDM,2,01,2014,1,179,Mata Kuliah Umum (MKU),P
KU4190-2013,2013,Manajemen SDM,2,03,2014,1,179,Mata Kuliah Umum (MKU),P
KU4193-2013,2013,Metode Berpikir Kreatif,2,03,2014,1,179,Mata Kuliah Umum (MKU),P
MA1101-2013,2013,Matematika IA,4,14,2014,1,101,Matematika,W
MA1101-2013,2013,Matematika IA,4,15,2014,1,101,Matematika,W
MA1101-2013,2013,Matematika IA,4,32,2014,1,101,Matematika,W
MA1101-2013,2013,Matematika IA,4,33,2014,1,101,Matematika,W
MA1101-2013,2013,Matematika IA,4,34,2014,1,101,Matematika,W
MA2021-2013,2013,Matriks dan Ruang Vektor,3,02,2014,1,101,Matematika,P
MA4171-2013,2013,Teori Kontrol Linear,4,01,2014,1,101,Matematika,P
MB4020-2013,2013,Manajemen Teknologi,4,01,2014,1,190,Manajemen,P
